# Global Carbon Budget 2020 — National_Carbon_Emissions_2020v1.0.xlsx  — Emissions Transfers
#
# Emissions transfers
# All values in million tonnes of carbon per year. For values in million tonnes of CO2 per year, multiply the values below by 3.664
# 1MtC = 1 million tonne of carbon = 3.664 million tonnes of CO2
# CIte as: Updated from Peters, GP, Minx, JC, Weber, CL and Edenhofer, O 2011. Growth in emission transfers via international trade from 1990 to 2008. Proceedings of the National Academy of Sciences 108, 8903-8908. http://www.pnas.org/content/108/21/8903.abstract
# For an explanation of issues around consumption emissions, see: Peters, GP, Davis, SJ and Andrew, R 2012. A synthesis of carbon in international trade. Biogeosciences, 9, 3247-3276. http://www.biogeosciences.net/9/3247/2012/bg-9-3247-2012.html
#
# MtC/yr
# Generated with openclimatedata 0.38.1 from the GCB Excel file 'National_Carbon_Emissions_2020v1.0.xlsx' from https://doi.org/10.18160/gcp-2020
# http://openclimatedata.net - https://github.com/openclimatedata/global-carbon-budget
Year,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,"Bonaire, Saint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Canada,Cape Verde,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,North Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Micronesia (Federated States of),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Ireland,Iran,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,North Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norway,Occupied Palestinian Territory,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Bolivia,Poland,Portugal,Qatar,Cameroon,South Korea,Moldova,South Sudan,Sudan,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Lucia,Sint Maarten (Dutch part),Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Saint Kitts and Nevis,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,Tanzania,USA,Uruguay,Uzbekistan,Vanuatu,Venezuela,Viet Nam,Wallis and Futuna Islands,Yemen,Zambia,Zimbabwe,KP Annex B,Non KP Annex B,OECD,Non-OECD,EU27,Africa,Asia,Central America,Europe,Middle East,North America,Oceania,South America,Bunkers,Statistical Difference,World
1992,,-0.094639577,,,,,,-1.733854554,0.587155628,,9.912163637,-8.570908003,11.53823277,,-0.126446393,-1.409789827,,12.15474993,-13.52491183,,-0.086347068,,,,,0.0,-5.959372224,,0.230922918,4.119496501,-0.065659064,,-0.18999652,-9.265409006,,,,-0.336001357,39.5937379,-1.755814098,,,,-0.534241195,-0.539094401,-0.441486526,,,-0.713710197,,,,-2.823556715,,,-0.079926332,0.313302187,-2.03592816,-0.439953093,,,0.161032394,-0.297013919,,,,-13.12001697,-36.11166206,,,,,1.583117976,-63.49498507,-0.306387224,-5.163896273,,,-0.551455384,0.0,,,,-0.273622366,-18.41669764,-8.150442854,,3.166148894,4.141368528,,-2.438106218,2.063481514,-4.382442268,-46.3516471,0.180842357,-67.22267704,-1.327792264,31.02019142,-0.788151981,,,-1.041932809,-1.710185787,-0.095702674,-1.034920627,,,,,,-8.071824713,0.0,,,-0.1155799,-0.205870034,-2.225813095,,,-0.303485771,,,,-0.352372882,-3.694586847,0.479068269,,,-3.068642847,-0.52736979,,0.0,,-0.140196248,-18.32400899,,-0.081480152,-0.19482214,,0.641037687,,,,-0.475979382,-1.443241922,,0.166573467,,-0.469943758,-0.834486864,-7.472155304,0.023174698,5.248688088,-2.487063362,1.030259164,-0.143370955,-27.03472103,,,,,3.45629117,318.4913944,0.0,,,,,,6.385080609,-0.088158124,,,,-9.864235347,-1.804244372,-1.412292334,,,21.4460335,-11.61905017,-0.756538352,,,,,,-9.725468891,-13.21247588,,-21.47734615,,-13.88875547,,-0.099666549,,1.400401576,-1.780718612,-22.51182225,,,,-0.220731702,39.94374889,-1.669408966,-27.03807847,-0.391123612,10.24154154,-0.266944085,,,2.86993904,-0.448727542,,,-0.16076753,-0.252058226,20.08374304,-26.85697963,-394.3385299,387.5652933,-242.7021809,10.56205861,-81.45683566,-0.32620311,87.54251845,-22.05700304,-2.718454318,9.830683485,-8.150001015,0,0,0
1993,,-0.078271815,,,,,,-1.42975544,0.201260614,,10.76401878,-7.405100753,6.558167351,,0.182947049,-1.31203882,,10.6887937,-11.17886112,,-0.079903898,,,,,0.0,-5.436619404,,0.084907329,3.484005053,-0.067187492,,-0.169612323,-5.741949623,,,,-0.406011785,42.46749746,-1.790832648,,,,-0.501407498,-0.401041874,-0.328389363,,,-0.457000425,,,,-1.607304202,,,-0.02417962,0.16338153,-0.498702364,-0.378501982,,,0.399138228,-0.287740689,,,,-7.631065986,-30.5979971,,,,,0.503251104,-53.95592584,-0.299627086,-3.981400267,,,-0.50812925,0.0,,,,-0.235848806,-16.84488377,-5.880732843,,7.832752897,5.82045843,,-1.787521935,6.022968593,-3.862884948,-34.25966145,0.071492911,-61.41815344,-1.200491976,12.86132562,-0.657773024,,,0.283889463,-1.133417622,-0.098970308,-0.650906916,,,,,,-4.0625497,0.0,,,-0.127391036,-0.228915095,-0.027500086,,,-0.218440777,,,,-0.361535685,-3.867520073,0.856683357,,,-2.336663833,-0.589962225,,0.0,,-0.145705135,-13.14247355,,-0.199904896,-0.174168973,,0.267281341,,,,-0.55894017,-1.345163135,,0.10925568,,-0.423381916,-0.733252663,-6.073152628,0.068413702,8.059095963,-2.458569347,1.067502582,-0.149132439,-20.67849953,,,,,3.175747811,201.7167122,0.0,,,,,,6.183752295,-0.08771196,,,,-9.408663654,-1.395697934,-0.979108977,,,24.58097447,-8.48580526,-0.804956871,,,,,,-7.907513605,-11.68880993,,-15.14733488,,-9.101568353,,-0.102892751,,1.246055607,-0.971503404,-15.93340009,,,,-0.268291096,36.80817996,-1.118782814,-21.47396265,-0.395179776,20.91677671,-0.324199694,,,4.118067811,-0.602501317,,,-0.206761281,-0.231727278,-12.895692,1.335445407,-297.7868074,286.2265608,-183.2540403,16.49861153,-67.12581772,-0.39543193,32.71860114,-8.933440016,11.30730702,10.56411389,-6.194190507,0,0,0
1994,,-0.109362955,,,,,,-1.257306528,0.252399121,,9.789794198,-7.243146529,6.186130265,,0.105509089,-1.493946372,,9.175206659,-10.07496207,,-0.097358554,,,,,0.0,-6.188455909,,-0.051205077,4.021270772,-0.069312578,,-0.180790841,-3.244544405,,,,-0.109182783,92.69628092,-1.871662052,,,,-0.453008851,-0.323269521,-0.393260563,,,-0.400811423,,,,-0.989492765,,,-0.036523774,-0.42958191,-1.257876297,-0.398657713,,,0.942772267,-0.310210642,,,,-4.378031372,-29.08323378,,,,,0.314868345,-51.37922607,-0.306294879,-3.40834101,,,-0.468309621,0.0,,,,-0.203730762,-24.86799738,-4.398404108,,9.429623601,5.448046624,,-1.672062107,7.945923748,-3.80224783,-31.17622695,0.167061288,-65.49229917,-1.210805651,9.848431912,-0.691668759,,,0.687133569,-1.054493665,-0.117786541,-0.839178312,,,,,,-3.245899024,0.0,,,-0.123148381,-0.232999982,0.58948567,,,-0.257092869,,,,-0.400991694,-3.472057014,0.555513778,,,-2.160388784,-0.607579581,,0.0,,-0.144148668,-11.86402212,,-0.363110322,-0.162683213,,-0.547936151,,,,-0.534755054,-1.268169041,,0.167311712,,-0.452222926,-0.86561427,-5.381797031,0.149748409,10.16764899,-2.457351146,0.983113993,-0.139047113,-19.91655133,,,,,4.750994557,126.006636,0.0,,,,,,5.948317649,-0.051269542,,,,-8.449847764,-0.359433382,-0.659531295,,,24.93211226,-6.017497305,-0.874677329,,,,,,-7.026690471,-11.75623402,,-13.52302885,,-6.806071059,,-0.124915421,,1.307297825,-0.560367762,-10.79166879,,,,-0.275542602,39.00662749,-1.453951681,-20.90661285,-0.427565295,18.6301473,-0.368974732,,,5.554043872,-0.597261819,,,-0.238898331,-0.026648334,-65.11289957,53.44382904,-272.5117982,260.8427277,-157.4412081,15.95882206,-24.89929169,-0.081243108,-16.02494777,-2.123430957,11.91354588,9.426683876,-5.839208829,0,0,0
1995,,-0.110585884,,,,,,-0.5121163,0.194136092,,11.33693095,-7.512777929,2.713866038,,0.150797259,-1.399881646,,6.490106397,-10.94078181,,-0.110324686,,,,,0.0,-8.096417347,,0.006813103,3.104254174,-0.081732931,,-0.148500522,-2.092769193,,,,-0.017228989,96.60380956,-2.307069144,,,,-0.518512818,-0.264028993,-0.62939251,,,-0.491162307,,,,-1.656240447,,,0.106836286,0.007755934,-1.024943294,-0.421084582,,,0.69052246,-0.317382557,,,,-4.528825487,-30.20935157,,,,,0.009487262,-53.58475151,-0.328488257,-3.61232416,,,-0.517684237,0.0,,,,-0.156274252,-26.33559509,-3.54026503,,12.43464712,5.003597782,,-1.645267907,5.846434193,-4.097739664,-30.02649109,0.13416321,-70.91316771,-1.322160193,11.36800537,-0.758893931,,,0.752021324,-1.466614451,-0.1413181,-0.911999119,,,,,,-3.300925926,0.0,,,-0.122574706,-0.24740108,3.799000875,,,-0.325282099,,,,-0.415599902,2.445448025,0.518814713,,,-2.234499256,-0.657386487,,0.0,,-0.136333376,-12.36713438,,-0.672529285,-0.154890299,,-0.091658192,,,,-0.479430282,-1.296012291,,0.045900858,,-0.44661532,-0.959359916,-5.204401768,0.212040662,11.44622916,-2.409592674,0.935482958,-0.12342991,-19.28579285,,,,,5.806339513,120.5484858,0.0,,,,,,3.302894039,-0.090546601,,,,-13.35229073,-0.776802779,-0.861424657,,,27.71207534,-5.473257952,-0.932099868,,,,,,-6.924328735,-12.56673163,,-13.11339967,,-5.008958415,,-0.136454962,,1.445967784,-0.673515684,-11.2739551,,,,-0.283637736,45.87651954,-2.056984982,-21.9695449,-0.414038497,19.04452768,-0.398047275,,,4.504850358,-0.633953632,,,-0.29980795,-0.310167746,-71.27286912,54.64068579,-273.9954192,257.3632358,-160.6810348,18.72556198,-26.7161422,-0.035578051,-22.41278544,-8.242640445,19.39720651,10.66440166,-8.012207338,0,0,0
1996,,-0.240151145,,,,,,-0.510757857,-0.084658122,,11.49431295,-8.662438542,0.731476899,,0.272420111,-1.527192391,,3.08411127,-9.636868755,,-0.137736449,,,,,0.0,-8.954402744,,-0.214774522,2.689233441,-0.074332281,,-0.204622598,-0.371312987,,,,-0.174879756,100.7029626,-2.08621538,,,,-0.507078763,0.183466003,-0.682233915,,,-0.771316742,,,,0.565703008,,,0.09254981,0.211983908,-1.654607202,-0.45087421,,,0.598807911,-0.325975404,,,,-2.807658833,-27.08826434,,,,,-1.135160504,-43.30685404,-0.55769638,-2.56810557,,,-0.553018196,0.0,,,,-0.235676185,-26.0496692,-1.807514754,,16.74597429,6.390290378,,-3.202391648,3.276002732,-4.096150563,-22.77819786,0.665231702,-65.28316022,-0.304901997,11.50430821,-0.064792356,,,1.615037457,-0.765998739,-0.133595065,-1.339795427,,,,,,-1.746956922,0.0,,,-0.045492347,-0.323645712,3.070263779,,,-0.328130104,,,,-0.477485228,1.157712337,0.133296006,,,-1.082421754,-0.355004925,,0.0,,-0.129998587,-9.206878522,,-0.784558074,-0.147879031,,0.064828097,,,,-0.510258993,-1.392378816,,0.109121216,,-0.42270156,-0.922381549,-4.710069747,0.186824258,13.41120401,-2.439311122,0.927231467,-0.094789001,-20.74076704,,,,,7.662553148,88.79105607,0.0,,,,,,4.206170824,-0.200735,,,,-14.48557623,-1.10433245,-0.520289584,,,30.16459953,-4.42548567,-0.86103316,,,,,,-7.117232298,-17.21195305,,-6.866802558,,-2.711687472,,-0.105834393,,1.763004731,-0.572390968,-2.810858033,,,,-0.188915873,19.21015161,-1.965938849,-24.26551452,-0.343665603,24.13358649,-0.514208784,,,6.329116254,-0.865277843,,,-0.374738557,-0.435875355,-89.80070045,76.78480605,-231.0496515,218.0337571,-126.6127556,22.99675884,-8.883850641,0.735381073,-57.24505533,0.608754155,24.91998584,10.70975487,-6.85762321,0,0,0
1997,,-0.168663969,,,,,,-1.622003119,-0.185469454,,11.67941921,-7.234729995,1.092888547,,0.811342638,-1.587449752,,3.864165632,-12.51155711,,-0.187247451,,,,,0.0,-9.759464217,,0.314764723,2.622230639,-0.085913837,,-0.208559526,-5.253845767,,,,0.216048016,120.431098,-2.253894898,,,,-0.596595258,0.154485978,-0.704556154,,,-0.521431103,,,,-0.513980807,,,-0.058563678,-0.319703551,-1.024439272,-0.492622543,,,0.727451399,-0.387939502,,,,-2.867381856,-25.20046334,,,,,-0.699163383,-39.03963608,-0.722155946,-1.734616254,,,-0.68919234,0.0,,,,-0.374301789,-29.80054317,-1.930091911,,16.45970425,8.7803395,,-2.690126586,0.119812424,-3.967786059,-23.05379617,0.589303638,-60.16531681,-0.882605558,11.40086486,-0.274690071,,,1.828774916,0.025238091,-0.117875172,-1.362264054,,,,,,-1.663585341,0.0,,,-0.048045058,-0.311488545,2.130798721,,,-0.260459296,,,,-0.460026163,-2.993088736,0.426383616,,,-0.683812638,-0.211692218,,0.0,,-0.119406274,-9.594204609,,-0.723487178,-0.169099521,,-0.988712146,,,,-0.544131163,-0.985258543,,0.096881211,,-0.467174945,-0.958836017,-4.510986721,0.065624938,12.70520677,-2.787068969,1.629231243,-0.234163919,-16.21541604,,,,,7.876331454,81.26701107,0.0,,,,,,2.780952944,-0.23286698,,,,-14.91106324,-0.755406539,-0.554112876,,,32.28953724,-2.543923539,-0.757642099,,,,,,-7.092339134,-14.2459738,,-8.196501266,,1.763655796,,-0.128009113,,1.555937799,-0.70725397,-3.0980074,,,,-0.218149137,18.58018685,-2.209446739,-30.39906403,-0.392650675,16.1912667,-0.673795168,,,3.947665936,-0.19769715,,,-0.490725145,-0.326732503,-102.9724248,93.08488748,-235.6460295,225.7584922,-120.6845115,24.32730892,24.16738748,-0.138252481,-61.78684972,-3.531862753,7.944332193,10.95593203,-11.82553303,0,0,0
1998,,-0.197518489,,,,,,-2.004970485,-0.155727654,,10.31250292,-8.28500096,0.406440833,,0.606267622,-1.546111961,,-3.62125518,-13.79728761,,-0.237484424,,,,,0.0,-8.753560619,,-0.014081919,2.061933583,-0.225040631,,-0.247010847,-4.104500833,,,,0.180620565,106.535188,-2.09646405,,,,-0.812039712,-0.509131922,-0.47876282,,,-0.868771149,,,,-1.159622483,,,-0.420072365,-0.616318269,-1.846465568,-0.66136699,,,-0.124985613,-0.551380623,,,,-3.278145211,-25.83406991,,,,,-0.713427612,-42.54789732,-0.670514612,-2.481252068,,,-0.881172895,0.0,,,,-0.383263508,-21.44058992,-2.386163237,,16.81198078,20.62312921,,-2.208556509,-0.678333333,-4.14298313,-22.8979117,-0.056891628,-45.10164628,-0.983155044,8.836930556,-0.851098847,,,-0.524738838,-1.105490015,-0.124726758,-1.42806701,,,,,,-1.635077826,0.0,,,-0.153553936,-0.295782025,9.323444504,,,-0.570490947,,,,-0.401216533,-4.269505065,0.334442072,,,-1.186304517,-0.482603294,,0.0,,-0.537131388,-10.70007085,,-0.336638381,-0.189169125,,-1.345033644,,,,-0.637227658,0.007333177,,0.168351882,,-0.363794216,-1.094369834,-2.668710135,-0.009024068,12.07683102,-2.855390964,1.114098374,-0.22750213,3.393081307,,,,,4.828432604,110.6490204,0.0,,,,,,-3.021472149,-0.237594501,,,,-12.91188404,-1.155269953,-0.766612663,,,32.66083391,-4.565675314,-0.90752112,,,,,,-7.189968818,-19.27786049,,-4.886458545,,7.975318389,,-0.158560287,,1.262789536,-0.17565388,-4.055148446,,,,-0.364252851,23.22246308,-3.488670918,-35.63986527,-0.466704871,-16.29567257,-0.773653763,,,3.123909506,-0.046491828,,,-0.446248235,0.09710894,-113.3807891,109.1483762,-259.4946658,255.2622529,-138.2478537,21.92581552,81.84027877,-1.972834805,-63.11286969,-15.81136352,-24.66967846,9.975864543,-12.40762523,0,0,0
1999,,-0.188985931,,,,,,-0.457575528,-0.567159539,,13.08947675,-8.209252949,0.501932051,,2.242271791,-1.335915179,,-3.186537912,-16.47582366,,-0.151886327,,,,,0.0,-1.852742009,,0.191849321,1.418837799,-0.295341994,,-0.220156629,0.547416932,,,,0.212887646,93.90422348,-0.908107198,,,,-1.478438812,-0.082190497,-0.536858686,,,-0.367680637,,,,-2.935853832,,,-0.689910278,-0.10443379,-2.176439515,-0.633105723,,,-1.142202135,-0.550115448,,,,-4.097724001,-26.77637813,,,,,-0.463035867,-52.38526002,-0.810994923,-1.542101098,,,-0.883741679,0.0,,,,-0.581028005,-16.88099771,-2.547421806,,14.32905958,8.880589957,,-3.230956098,13.52936091,-2.349862677,-26.15602406,0.080773626,-58.69187369,-0.697191718,6.072556262,-0.37653607,,,2.730248741,-0.265486519,-0.105948377,-1.305808565,,,,,,-1.659650751,-0.12595365,,,-0.20167586,-0.286449832,3.54775216,,,-0.413965034,,,,-0.426326318,-5.801874814,0.241313996,,,-1.769285885,-0.72684848,,0.0,,-0.845828958,7.142922031,,-0.742956676,-0.21347595,,1.235432843,,,,0.533524201,-1.963282193,,-0.050864064,,-0.39993405,-1.125724053,-4.34077296,-0.167087204,5.960584524,-1.882738375,4.026036099,-0.069569741,-7.445865018,,,,,2.97073799,130.0469356,0.0,,,,,,10.48903045,-0.239046597,,,,-14.08468997,-0.477871733,-0.738365937,,,25.12007072,-4.09559494,-1.472994139,,,,,,-6.762044001,-16.66371039,,-5.151581105,,4.963758976,,-0.01738206,,2.405162008,-0.368576845,-5.864309355,,,,-0.372880245,16.99864009,-0.968589897,-34.00359086,-0.526937195,-41.38314808,-0.888835161,,,15.17939949,0.974316736,,,-0.387507869,0.465417058,-136.3936124,116.6032608,-305.5754701,285.7851184,-146.3724478,16.98492892,19.77176467,-2.044628877,-53.36969719,23.67051855,-46.63760597,12.34652007,9.487848141,0,0,0
2000,,-0.218334262,,,,,,0.67357787,-0.142876573,,16.42719298,-8.311191269,1.04490511,,1.687692031,-1.715772123,,-2.86612569,-16.96742457,,-0.266706247,,,,,-1.065893768,-3.432846652,,0.402302128,0.231796079,-0.122075193,,-0.21968393,1.202021354,,,,-0.518915804,104.4915624,-0.737264264,,,,-1.175762545,0.228959176,-0.523705055,,,-0.740089829,,,,-2.988044748,,,-1.097188748,-0.081763081,0.620375433,-0.698266129,,,-0.859938156,-0.418268494,,,,-4.754972026,-30.62657468,,,,,-0.294118953,-52.64538809,-0.771133721,-1.62456446,,,-0.825206649,0.0,,,,-0.731172551,-19.08462334,-3.19950947,,24.49126494,9.445509941,,-2.90315562,13.70106267,-1.808829946,-31.52298009,0.773516969,-72.31488815,-0.433722088,10.32399644,0.045213179,,,6.212104834,-0.057047993,-0.26828931,-1.494126876,,,,,,-1.703364809,0.274491404,,,-0.106461632,-0.246246815,4.108001192,,,-0.585806942,,,,-0.469488975,-10.75155032,0.234089046,,,-2.042210907,-0.77884154,,-0.881796018,,-0.214752363,7.7798773,,-0.205910646,-0.248277794,,8.751807663,,,,0.678241802,-2.155090624,,0.048036671,,-0.468600628,-1.201731444,-5.15176191,-0.025232914,6.127214267,-3.402199356,4.973623896,-0.181595112,-11.32898504,,,,,3.226586092,128.5120256,0.0,,,,,,24.34610783,-0.258508731,,,,-19.30062658,-0.843470521,-1.020899282,,,27.33581565,-5.1544307,-1.362916835,,,,,,-7.561752725,-19.27376474,,-5.918535115,,4.134291253,,-0.075400834,,3.141360594,-0.835495369,-10.2725314,,,,-0.239534817,20.13825679,2.293045826,-35.09391013,-0.646619666,-66.98720379,-0.874308326,,,17.49742665,1.109932904,,,-0.568828575,0.602388463,-188.0639081,156.4124974,-371.1321884,339.4807778,-161.7936241,27.60945314,20.25588649,-0.812960181,-70.59547653,41.37679544,-76.53673276,16.22128234,10.83034141,0,0,0
2001,,-0.235200235,,,,,,1.382634677,-0.160107049,,16.82697091,-7.899523554,0.745753317,,0.801309048,-2.568095642,,-1.741748631,-16.60025751,,-0.289060107,,,,,-0.855138717,0.113852962,,0.369289364,0.875941626,-0.18059932,,-0.300601067,4.823994535,,,,-0.553045786,85.9356837,-0.847407867,,,,-1.269591954,0.288590194,-0.941438401,,,-0.686796621,,,,-2.549145429,,,-1.056752671,-0.70890297,0.88319926,-0.826526019,,,-0.623863942,-0.442385156,,,,-4.172691507,-28.42382962,,,,,-0.455727832,-46.63132191,-0.765531527,-1.180672052,,,-0.963164671,0.0,,,,-0.735980325,-21.07703397,-3.324510005,,21.66547474,11.75161854,,-2.485155107,12.78384591,-1.919292484,-28.16742906,0.073655569,-63.8870418,-1.15674795,6.973045523,-0.320818622,,,5.005509312,-0.033720111,-0.151186621,-1.334642721,,,,,,-1.307924379,0.235895847,,,-0.155272017,-0.255023957,5.076938582,,,-0.559418429,,,,-0.38906955,-9.664964079,0.267593265,,,-1.67136812,-0.658689851,,-0.953373132,,-0.205356322,10.08079492,,0.150193405,-0.240419234,,6.064436511,,,,0.290024201,-1.420660223,,0.311498658,,-0.447024567,-1.080085665,-4.93636602,-0.059935193,6.499972044,-3.21313773,5.77457612,-0.332802507,-5.166001994,,,,,3.130370426,105.2663317,0.0,,,,,,20.84705436,-0.284688521,,,,-14.01627834,-0.674952801,-0.613534398,,,30.21635187,-5.793665047,-1.4392932,,,,,,-6.158130378,-15.89420078,,2.068742,,5.868520485,,-0.157051717,,3.087646881,-0.231203045,0.072616341,,,,-0.361570524,13.89998905,-1.156018883,-35.22397378,-0.612780419,-70.33839508,-0.715110405,,,14.08145488,1.443415897,,,-0.55175132,0.428933004,-185.6489825,156.650524,-322.4682978,293.4698393,-142.5190657,28.41333271,26.34860523,-1.619633767,-76.44786841,41.34287597,-75.17936462,16.97716431,11.16643006,0,0,0
2002,,-0.356537289,,,,,,11.51596559,-0.172712663,,12.34445043,-7.498538227,0.024120507,,1.016405545,-1.523191741,,-2.429492413,-19.47608826,,-0.322129309,,,,,0.204063891,3.130943797,,0.321140799,0.775400578,-0.185230748,,-0.105616116,0.19727874,,,,-1.323785312,118.1516175,-2.09199202,,,,-2.487522853,0.504819568,-1.032846289,,,-1.154504231,,,,-2.904172862,,,-0.328808323,-1.358613808,0.812945861,-0.832922278,,,-1.069956001,-0.406414175,,,,-3.272631994,-29.86279612,,,,,-0.445153518,-43.0814288,-0.68679612,-1.983431726,,,-1.336964029,0.0,,,,-1.012415071,-17.18311007,-4.711049351,,25.0952657,7.141640082,,-3.155917855,15.55741627,-1.932675956,-30.68094187,0.537364389,-59.01474253,-1.45073231,9.506176226,0.144279868,,,4.363637826,0.082014171,-0.181891739,-1.141088642,,,,,,-2.193503286,0.26396535,,,-0.120143531,-0.322354348,2.464074709,,,-0.341487944,,,,-0.400419073,-10.20501849,0.245017926,,,-2.701774745,-0.770057683,,0.072563578,,-0.332457039,6.690253356,,-0.234922046,-0.271948022,,6.081068265,,,,0.504764419,-2.231874616,,-0.046930473,,-0.264249692,-1.632538913,-4.346764294,-0.15341915,6.514451713,-2.960920392,4.615735278,-0.338384354,-12.25412966,,,,,3.271544853,100.3198025,0.0,,,,,,24.03496545,-0.638219348,,,,-14.81208932,-0.817485856,-0.612844139,,,30.1532547,-7.752149184,-1.783677408,,,,,,-6.588928487,-14.44134542,,0.181004043,,8.400715826,,-0.16163425,,2.917908192,-0.418495958,-4.108704262,,,,-0.273206482,12.59131278,-3.799868871,-37.68884674,-0.628904847,-91.59568843,-0.486118072,,,24.03924629,1.421425609,,,-0.549755872,-0.087653069,-230.8038042,199.45007,-373.2187404,341.8650062,-154.7770957,28.96142182,58.64680234,-2.862238468,-96.78220221,38.80094339,-101.6034282,12.10952838,31.37543871,0,0,0
2003,,-0.321161894,,,,,,7.335937026,-0.21382851,,10.54179882,-6.354307548,-0.791166635,,1.499399521,-3.45751964,,-1.425922455,-18.5557809,,-0.40118281,,,,,-2.296980223,3.619100684,,-0.003018592,1.134234638,-0.228832444,,-0.628654224,10.58342824,,,,-0.173591882,189.906246,-0.667980003,,,,-1.364768335,-0.476333892,-1.176593206,,,-0.675790886,,,,-1.971316809,,,0.199811833,-0.856147746,2.117035841,-0.807484351,,,-0.984431018,-0.51558786,,,,-3.871397172,-28.57042027,,,,,-0.548457193,-44.52950751,-0.923836276,3.054139729,,,-0.884492101,0.0,,,,-0.683061998,-14.43263075,-5.340047993,,21.37375977,6.207986103,,-4.865011803,2.682015226,-3.955191116,-25.47750968,0.015288468,-60.12138964,-1.241936921,11.84414889,-0.790509479,,,2.161807411,-0.181752455,-0.155804695,-1.852339176,,,,,,-1.999974821,-0.139119378,,,-0.346240999,-0.281149595,6.750626277,,,-0.623013854,,,,-0.449748366,-9.178655949,-0.065720979,,,-1.310495387,-0.679101787,,-0.62157058,,-0.628761889,-2.461454919,,-0.351620287,-0.3696025,,6.059551216,,-0.200948531,,0.91381941,-0.98586769,,1.61115977,,-0.336583398,-0.904388869,-5.684812345,0.256412682,10.24003499,-3.467849637,4.990625851,-0.431011274,-13.86835078,,,,,2.967678456,89.18691739,0.0,,,,,,5.728891068,-0.327680106,,,,-15.94088055,-0.379433273,-0.666121423,,,33.96230132,-6.6494649,-1.616938944,,,,,,-7.94226765,-17.68565802,,-0.677987024,,5.329806955,,-0.22186496,,3.390552504,0.068455298,-4.228190701,,,,-0.374101144,21.71945564,-6.415323158,-38.72345676,-0.712445592,-99.5774312,-0.547842915,,,14.98028754,-2.201506103,,,-0.506304134,0.13647096,-234.4871656,223.5017307,-375.870525,364.88509,-151.157066,30.44883772,119.2075253,1.107403289,-98.60784064,2.135916591,-98.17265891,10.19017853,22.70520311,0,0,0
