Code,Year,Emissions,Source
COD,2001,0.210,CDIAC
COD,2002,0.232,CDIAC
COD,2003,0.283,CDIAC
COD,2004,0.314,CDIAC
COD,2005,0.394,CDIAC
COD,2006,0.424,CDIAC
COD,2007,0.463,CDIAC
COD,2008,0.494,CDIAC
COD,2009,0.463,CDIAC
COD,2010,0.536,CDIAC
COD,2011,0.666,CDIAC
COD,2012,0.643,CDIAC
COD,2013,0.966,CDIAC
COD,2014,1.264,CDIAC
COD,2015,0.762,CDIAC
COD,2016,0.545,CDIAC
COD,2017,0.543,BP
COD,2018,0.556,BP
COG,1959,0.051,CDIAC
COG,1960,0.061,CDIAC
COG,1961,0.073,CDIAC
COG,1962,0.065,CDIAC
COG,1963,0.064,CDIAC
COG,1964,0.073,CDIAC
COG,1965,0.067,CDIAC
COG,1966,0.084,CDIAC
COG,1967,0.088,CDIAC
COG,1968,0.123,CDIAC
COG,1969,0.137,CDIAC
COG,1970,0.156,CDIAC
COG,1971,0.187,CDIAC
COG,1972,0.181,CDIAC
COG,1973,0.333,CDIAC
COG,1974,0.443,CDIAC
COG,1975,0.300,CDIAC
COG,1976,0.337,CDIAC
COG,1977,0.131,CDIAC
COG,1978,0.088,CDIAC
COG,1979,0.095,CDIAC
COG,1980,0.111,CDIAC
COG,1981,0.128,CDIAC
COG,1982,0.367,CDIAC
COG,1983,0.312,CDIAC
COG,1984,0.311,CDIAC
COG,1985,0.348,CDIAC
COG,1986,0.290,CDIAC
COG,1987,0.360,CDIAC
COG,1988,0.407,CDIAC
COG,1989,0.408,CDIAC
COG,1990,0.322,CDIAC
COG,1991,0.343,CDIAC
COG,1992,0.426,CDIAC
COG,1993,0.418,CDIAC
COG,1994,0.584,CDIAC
COG,1995,0.425,CDIAC
COG,1996,0.467,CDIAC
COG,1997,0.638,CDIAC
COG,1998,0.212,CDIAC
COG,1999,0.224,CDIAC
COG,2000,0.285,CDIAC
COG,2001,0.209,CDIAC
COG,2002,0.157,CDIAC
COG,2003,0.250,CDIAC
COG,2004,0.259,CDIAC
COG,2005,0.265,CDIAC
COG,2006,0.302,CDIAC
COG,2007,0.328,CDIAC
COG,2008,0.354,CDIAC
COG,2009,0.471,CDIAC
COG,2010,0.536,CDIAC
COG,2011,0.612,CDIAC
COG,2012,0.803,CDIAC
COG,2013,0.876,CDIAC
COG,2014,0.847,CDIAC
COG,2015,0.860,CDIAC
COG,2016,0.866,CDIAC
COG,2017,0.868,BP
COG,2018,0.882,BP
COK,1959,,CDIAC
COK,1960,,CDIAC
COK,1961,,CDIAC
COK,1962,,CDIAC
COK,1963,,CDIAC
COK,1964,,CDIAC
COK,1965,,CDIAC
COK,1966,,CDIAC
COK,1967,,CDIAC
COK,1968,,CDIAC
COK,1969,0.003,CDIAC
COK,1970,0.003,CDIAC
COK,1971,0.003,CDIAC
COK,1972,0.003,CDIAC
COK,1973,0.003,CDIAC
COK,1974,0.003,CDIAC
COK,1975,0.004,CDIAC
COK,1976,0.004,CDIAC
COK,1977,0.008,CDIAC
COK,1978,0.008,CDIAC
COK,1979,0.007,CDIAC
COK,1980,0.008,CDIAC
COK,1981,0.018,CDIAC
COK,1982,0.014,CDIAC
COK,1983,0.014,CDIAC
COK,1984,0.006,CDIAC
COK,1985,0.006,CDIAC
COK,1986,0.006,CDIAC
COK,1987,0.006,CDIAC
COK,1988,0.006,CDIAC
COK,1989,0.006,CDIAC
COK,1990,0.010,CDIAC
COK,1991,0.010,CDIAC
COK,1992,0.010,CDIAC
COK,1993,0.011,CDIAC
COK,1994,0.011,CDIAC
COK,1995,0.011,CDIAC
COK,1996,0.013,CDIAC
COK,1997,0.013,CDIAC
COK,1998,0.013,CDIAC
COK,1999,0.013,CDIAC
COK,2000,0.013,CDIAC
COK,2001,0.009,CDIAC
COK,2002,0.006,CDIAC
COK,2003,0.008,CDIAC
COK,2004,0.013,CDIAC
COK,2005,0.015,CDIAC
COK,2006,0.013,CDIAC
COK,2007,0.013,CDIAC
COK,2008,0.013,CDIAC
COK,2009,0.012,CDIAC
COK,2010,0.014,CDIAC
COK,2011,0.016,CDIAC
COK,2012,0.017,CDIAC
COK,2013,0.017,CDIAC
COK,2014,0.018,CDIAC
COK,2015,0.017,CDIAC
COK,2016,0.017,CDIAC
COK,2017,0.017,BP
COK,2018,0.018,BP
COL,1959,4.390,CDIAC
COL,1960,4.473,CDIAC
COL,1961,4.966,CDIAC
COL,1962,5.300,CDIAC
COL,1963,5.795,CDIAC
COL,1964,5.918,CDIAC
COL,1965,6.239,CDIAC
COL,1966,6.407,CDIAC
COL,1967,6.738,CDIAC
COL,1968,7.252,CDIAC
COL,1969,7.646,CDIAC
COL,1970,7.743,CDIAC
COL,1971,8.265,CDIAC
COL,1972,8.577,CDIAC
COL,1973,9.179,CDIAC
COL,1974,9.933,CDIAC
COL,1975,9.773,CDIAC
COL,1976,10.366,CDIAC
COL,1977,10.710,CDIAC
COL,1978,11.336,CDIAC
COL,1979,12.082,CDIAC
COL,1980,12.056,CDIAC
COL,1981,12.080,CDIAC
COL,1982,12.467,CDIAC
COL,1983,13.431,CDIAC
COL,1984,13.292,CDIAC
COL,1985,13.122,CDIAC
COL,1986,13.306,CDIAC
COL,1987,13.680,CDIAC
COL,1988,14.197,CDIAC
COL,1989,14.409,CDIAC
COL,1990,15.529,CDIAC
COL,1991,15.462,CDIAC
COL,1992,16.783,CDIAC
COL,1993,17.287,CDIAC
COL,1994,18.229,CDIAC
COL,1995,16.041,CDIAC
COL,1996,16.313,CDIAC
COL,1997,17.603,CDIAC
COL,1998,17.783,CDIAC
COL,1999,14.946,CDIAC
COL,2000,15.354,CDIAC
COL,2001,15.267,CDIAC
COL,2002,15.128,CDIAC
COL,2003,15.582,CDIAC
COL,2004,14.893,CDIAC
COL,2005,16.392,CDIAC
COL,2006,16.923,CDIAC
COL,2007,16.759,CDIAC
COL,2008,18.358,CDIAC
COL,2009,19.803,CDIAC
COL,2010,20.818,CDIAC
COL,2011,20.764,CDIAC
COL,2012,21.760,CDIAC
COL,2013,25.066,CDIAC
COL,2014,23.394,CDIAC
COL,2015,25.405,CDIAC
COL,2016,26.428,CDIAC
COL,2017,25.422,BP
COL,2018,26.547,BP
COM,1959,0.003,CDIAC
COM,1960,0.003,CDIAC
COM,1961,0.003,CDIAC
COM,1962,0.003,CDIAC
COM,1963,0.003,CDIAC
COM,1964,0.003,CDIAC
COM,1965,0.004,CDIAC
COM,1966,0.005,CDIAC
COM,1967,0.005,CDIAC
COM,1968,0.005,CDIAC
COM,1969,0.005,CDIAC
COM,1970,0.008,CDIAC
COM,1971,0.008,CDIAC
COM,1972,0.008,CDIAC
COM,1973,0.008,CDIAC
COM,1974,0.008,CDIAC
COM,1975,0.009,CDIAC
COM,1976,0.011,CDIAC
COM,1977,0.011,CDIAC
COM,1978,0.008,CDIAC
COM,1979,0.006,CDIAC
COM,1980,0.013,CDIAC
COM,1981,0.013,CDIAC
COM,1982,0.013,CDIAC
COM,1983,0.013,CDIAC
COM,1984,0.013,CDIAC
COM,1985,0.013,CDIAC
COM,1986,0.012,CDIAC
COM,1987,0.013,CDIAC
COM,1988,0.014,CDIAC
COM,1989,0.014,CDIAC
COM,1990,0.017,CDIAC
COM,1991,0.018,CDIAC
COM,1992,0.018,CDIAC
COM,1993,0.019,CDIAC
COM,1994,0.019,CDIAC
COM,1995,0.020,CDIAC
COM,1996,0.021,CDIAC
COM,1997,0.022,CDIAC
COM,1998,0.024,CDIAC
COM,1999,0.025,CDIAC
COM,2000,0.028,CDIAC
COM,2001,0.028,CDIAC
COM,2002,0.028,CDIAC
COM,2003,0.036,CDIAC
COM,2004,0.039,CDIAC
COM,2005,0.038,CDIAC
COM,2006,0.044,CDIAC
COM,2007,0.028,CDIAC
COM,2008,0.029,CDIAC
COM,2009,0.036,CDIAC
COM,2010,0.044,CDIAC
COM,2011,0.037,CDIAC
COM,2012,0.039,CDIAC
COM,2013,0.048,CDIAC
COM,2014,0.042,CDIAC
COM,2015,0.046,CDIAC
COM,2016,0.055,CDIAC
COM,2017,0.058,BP
COM,2018,0.060,BP
CPV,1959,0.005,CDIAC
CPV,1960,0.006,CDIAC
CPV,1961,0.006,CDIAC
CPV,1962,0.005,CDIAC
CPV,1963,0.004,CDIAC
CPV,1964,0.008,CDIAC
CPV,1965,0.007,CDIAC
CPV,1966,0.006,CDIAC
CPV,1967,0.005,CDIAC
CPV,1968,0.008,CDIAC
CPV,1969,0.010,CDIAC
CPV,1970,0.010,CDIAC
CPV,1971,0.010,CDIAC
CPV,1972,0.014,CDIAC
CPV,1973,0.017,CDIAC
CPV,1974,0.018,CDIAC
CPV,1975,0.021,CDIAC
CPV,1976,0.020,CDIAC
CPV,1977,0.022,CDIAC
CPV,1978,0.057,CDIAC
CPV,1979,0.068,CDIAC
CPV,1980,0.033,CDIAC
CPV,1981,0.009,CDIAC
CPV,1982,0.010,CDIAC
CPV,1983,0.010,CDIAC
CPV,1984,0.023,CDIAC
CPV,1985,0.023,CDIAC
CPV,1986,0.016,CDIAC
CPV,1987,0.022,CDIAC
CPV,1988,0.020,CDIAC
CPV,1989,0.022,CDIAC
CPV,1990,0.026,CDIAC
CPV,1991,0.027,CDIAC
CPV,1992,0.029,CDIAC
CPV,1993,0.030,CDIAC
CPV,1994,0.031,CDIAC
CPV,1995,0.033,CDIAC
CPV,1996,0.039,CDIAC
CPV,1997,0.040,CDIAC
CPV,1998,0.043,CDIAC
CPV,1999,0.050,CDIAC
CPV,2000,0.059,CDIAC
CPV,2001,0.064,CDIAC
CPV,2002,0.075,CDIAC
CPV,2003,0.084,CDIAC
CPV,2004,0.090,CDIAC
CPV,2005,0.120,CDIAC
CPV,2006,0.129,CDIAC
CPV,2007,0.138,CDIAC
CPV,2008,0.128,CDIAC
CPV,2009,0.143,CDIAC
CPV,2010,0.152,CDIAC
CPV,2011,0.168,CDIAC
CPV,2012,0.138,CDIAC
CPV,2013,0.136,CDIAC
CPV,2014,0.134,CDIAC
CPV,2015,0.135,CDIAC
CPV,2016,0.148,CDIAC
CPV,2017,0.165,BP
CPV,2018,0.171,BP
CRI,1959,0.105,CDIAC
CRI,1960,0.134,CDIAC
CRI,1961,0.134,CDIAC
CRI,1962,0.150,CDIAC
CRI,1963,0.164,CDIAC
CRI,1964,0.184,CDIAC
CRI,1965,0.231,CDIAC
CRI,1966,0.271,CDIAC
CRI,1967,0.239,CDIAC
CRI,1968,0.283,CDIAC
CRI,1969,0.313,CDIAC
CRI,1970,0.341,CDIAC
CRI,1971,0.417,CDIAC
CRI,1972,0.481,CDIAC
CRI,1973,0.558,CDIAC
CRI,1974,0.520,CDIAC
CRI,1975,0.556,CDIAC
CRI,1976,0.568,CDIAC
CRI,1977,0.712,CDIAC
CRI,1978,0.795,CDIAC
CRI,1979,0.759,CDIAC
CRI,1980,0.668,CDIAC
CRI,1981,0.610,CDIAC
CRI,1982,0.565,CDIAC
CRI,1983,0.570,CDIAC
CRI,1984,0.541,CDIAC
CRI,1985,0.612,CDIAC
CRI,1986,0.703,CDIAC
CRI,1987,0.743,CDIAC
CRI,1988,0.793,CDIAC
CRI,1989,0.801,CDIAC
CRI,1990,0.795,CDIAC
CRI,1991,0.897,CDIAC
CRI,1992,1.021,CDIAC
CRI,1993,1.062,CDIAC
CRI,1994,1.419,CDIAC
CRI,1995,1.311,CDIAC
CRI,1996,1.279,CDIAC
CRI,1997,1.342,CDIAC
CRI,1998,1.429,CDIAC
CRI,1999,1.484,CDIAC
CRI,2000,1.472,CDIAC
CRI,2001,1.546,CDIAC
CRI,2002,1.699,CDIAC
CRI,2003,1.782,CDIAC
CRI,2004,1.855,CDIAC
CRI,2005,1.825,CDIAC
CRI,2006,1.901,CDIAC
CRI,2007,2.154,CDIAC
CRI,2008,2.159,CDIAC
CRI,2009,2.096,CDIAC
CRI,2010,2.027,CDIAC
CRI,2011,1.970,CDIAC
CRI,2012,1.959,CDIAC
CRI,2013,2.061,CDIAC
CRI,2014,2.094,CDIAC
CRI,2015,2.001,CDIAC
CRI,2016,2.140,CDIAC
CRI,2017,2.133,BP
CRI,2018,2.199,BP
CUB,1959,4.275,CDIAC
CUB,1960,3.736,CDIAC
CUB,1961,3.321,CDIAC
CUB,1962,3.863,CDIAC
CUB,1963,3.555,CDIAC
CUB,1964,3.897,CDIAC
CUB,1965,3.983,CDIAC
CUB,1966,4.140,CDIAC
CUB,1967,4.295,CDIAC
CUB,1968,4.372,CDIAC
CUB,1969,4.706,CDIAC
CUB,1970,5.091,CDIAC
CUB,1971,5.346,CDIAC
CUB,1972,5.670,CDIAC
CUB,1973,6.106,CDIAC
CUB,1974,6.246,CDIAC
CUB,1975,7.379,CDIAC
CUB,1976,7.418,CDIAC
CUB,1977,8.009,CDIAC
CUB,1978,8.357,CDIAC
CUB,1979,8.633,CDIAC
CUB,1980,8.544,CDIAC
CUB,1981,8.905,CDIAC
CUB,1982,9.394,CDIAC
CUB,1983,8.378,CDIAC
CUB,1984,8.853,CDIAC
CUB,1985,8.844,CDIAC
CUB,1986,9.109,CDIAC
CUB,1987,9.207,CDIAC
CUB,1988,9.661,CDIAC
CUB,1989,9.692,CDIAC
CUB,1990,8.934,CDIAC
CUB,1991,7.887,CDIAC
CUB,1992,5.737,CDIAC
CUB,1993,5.400,CDIAC
CUB,1994,5.810,CDIAC
CUB,1995,6.983,CDIAC
CUB,1996,7.334,CDIAC
CUB,1997,6.689,CDIAC
CUB,1998,6.648,CDIAC
CUB,1999,6.873,CDIAC
CUB,2000,7.081,CDIAC
CUB,2001,6.914,CDIAC
CUB,2002,7.087,CDIAC
CUB,2003,6.920,CDIAC
CUB,2004,6.787,CDIAC
CUB,2005,7.054,CDIAC
CUB,2006,7.185,CDIAC
CUB,2007,7.031,CDIAC
CUB,2008,7.573,CDIAC
CUB,2009,7.646,CDIAC
CUB,2010,9.256,CDIAC
CUB,2011,7.961,CDIAC
CUB,2012,8.057,CDIAC
CUB,2013,7.573,CDIAC
CUB,2014,7.485,CDIAC
CUB,2015,7.929,CDIAC
CUB,2016,7.668,CDIAC
CUB,2017,7.670,BP
CUB,2018,7.810,BP
CUW,1959,2.844,CDIAC
CUW,1960,2.445,CDIAC
CUW,1961,2.552,CDIAC
CUW,1962,2.802,CDIAC
CUW,1963,2.684,CDIAC
CUW,1964,2.610,CDIAC
CUW,1965,2.342,CDIAC
CUW,1966,2.190,CDIAC
CUW,1967,2.697,CDIAC
CUW,1968,2.508,CDIAC
CUW,1969,3.283,CDIAC
CUW,1970,3.671,CDIAC
CUW,1971,3.195,CDIAC
CUW,1972,3.098,CDIAC
CUW,1973,3.437,CDIAC
CUW,1974,3.115,CDIAC
CUW,1975,2.256,CDIAC
CUW,1976,4.819,CDIAC
CUW,1977,2.517,CDIAC
CUW,1978,2.144,CDIAC
CUW,1979,2.249,CDIAC
CUW,1980,2.314,CDIAC
CUW,1981,2.204,CDIAC
CUW,1982,2.465,CDIAC
CUW,1983,1.267,CDIAC
CUW,1984,3.163,CDIAC
CUW,1985,3.702,CDIAC
CUW,1986,0.710,CDIAC
CUW,1987,0.631,CDIAC
CUW,1988,0.622,CDIAC
CUW,1989,1.183,CDIAC
CUW,1990,1.267,CDIAC
CUW,1991,1.011,CDIAC
CUW,1992,0.833,CDIAC
CUW,1993,1.286,CDIAC
CUW,1994,1.233,CDIAC
CUW,1995,1.220,CDIAC
CUW,1996,1.141,CDIAC
CUW,1997,1.194,CDIAC
CUW,1998,0.066,CDIAC
CUW,1999,0.494,CDIAC
CUW,2000,1.311,CDIAC
CUW,2001,1.335,CDIAC
CUW,2002,1.287,CDIAC
CUW,2003,1.288,CDIAC
CUW,2004,1.351,CDIAC
CUW,2005,1.339,CDIAC
CUW,2006,1.395,CDIAC
CUW,2007,1.571,CDIAC
CUW,2008,1.511,CDIAC
CUW,2009,1.546,CDIAC
CUW,2010,1.065,CDIAC
CUW,2011,1.359,CDIAC
CUW,2012,1.636,CDIAC
CUW,2013,1.422,CDIAC
CUW,2014,1.604,CDIAC
CUW,2015,1.744,CDIAC
CUW,2016,1.470,CDIAC
CUW,2017,1.475,BP
CUW,2018,1.496,BP
CYP,1959,0.227,CDIAC
CYP,1960,0.242,CDIAC
CYP,1961,0.236,CDIAC
CYP,1962,0.247,CDIAC
CYP,1963,0.269,CDIAC
CYP,1964,0.273,CDIAC
CYP,1965,0.314,CDIAC
CYP,1966,0.339,CDIAC
CYP,1967,0.372,CDIAC
CYP,1968,0.443,CDIAC
CYP,1969,0.456,CDIAC
CYP,1970,0.465,CDIAC
CYP,1971,0.514,CDIAC
CYP,1972,0.657,CDIAC
CYP,1973,0.683,CDIAC
CYP,1974,0.526,CDIAC
CYP,1975,0.543,CDIAC
CYP,1976,0.679,CDIAC
CYP,1977,0.737,CDIAC
CYP,1978,0.776,CDIAC
CYP,1979,0.831,CDIAC
CYP,1980,0.890,CDIAC
CYP,1981,0.845,CDIAC
CYP,1982,0.861,CDIAC
CYP,1983,0.860,CDIAC
CYP,1984,0.883,CDIAC
CYP,1985,0.858,CDIAC
CYP,1986,0.984,CDIAC
CYP,1987,1.142,CDIAC
CYP,1988,1.145,CDIAC
CYP,1989,1.209,CDIAC
CYP,1990,1.270,UNFCCC
CYP,1991,1.404,UNFCCC
CYP,1992,1.507,UNFCCC
CYP,1993,1.573,UNFCCC
CYP,1994,1.640,UNFCCC
CYP,1995,1.605,UNFCCC
CYP,1996,1.700,UNFCCC
CYP,1997,1.724,UNFCCC
CYP,1998,1.804,UNFCCC
CYP,1999,1.877,UNFCCC
CYP,2000,1.945,UNFCCC
CYP,2001,1.911,UNFCCC
CYP,2002,1.963,UNFCCC
CYP,2003,2.070,UNFCCC
CYP,2004,2.133,UNFCCC
CYP,2005,2.184,UNFCCC
CYP,2006,2.237,UNFCCC
CYP,2007,2.323,UNFCCC
CYP,2008,2.368,UNFCCC
CYP,2009,2.300,UNFCCC
CYP,2010,2.200,UNFCCC
CYP,2011,2.115,UNFCCC
CYP,2012,1.970,UNFCCC
CYP,2013,1.784,UNFCCC
CYP,2014,1.889,UNFCCC
CYP,2015,1.896,UNFCCC
CYP,2016,2.006,UNFCCC
CYP,2017,2.055,UNFCCC
CYP,2018,2.044,BP
CZE,1959,25.347,CDIAC
CZE,1960,27.034,CDIAC
CZE,1961,29.341,CDIAC
CZE,1962,31.268,CDIAC
CZE,1963,32.892,CDIAC
CZE,1964,34.232,CDIAC
CZE,1965,33.355,CDIAC
CZE,1966,33.167,CDIAC
CZE,1967,33.097,CDIAC
CZE,1968,34.628,CDIAC
CZE,1969,36.761,CDIAC
CZE,1970,42.147,CDIAC
CZE,1971,44.209,CDIAC
CZE,1972,44.611,CDIAC
CZE,1973,44.788,CDIAC
CZE,1974,45.300,CDIAC
CZE,1975,47.393,CDIAC
CZE,1976,49.234,CDIAC
CZE,1977,50.703,CDIAC
CZE,1978,51.156,CDIAC
CZE,1979,49.815,CDIAC
CZE,1980,50.392,CDIAC
CZE,1981,49.837,CDIAC
CZE,1982,49.347,CDIAC
CZE,1983,49.408,CDIAC
CZE,1984,51.073,CDIAC
CZE,1985,50.373,CDIAC
CZE,1986,50.715,CDIAC
CZE,1987,50.110,CDIAC
CZE,1988,49.279,CDIAC
CZE,1989,47.015,CDIAC
CZE,1990,44.815,UNFCCC
CZE,1991,40.637,UNFCCC
CZE,1992,39.470,UNFCCC
CZE,1993,37.837,UNFCCC
CZE,1994,36.128,UNFCCC
CZE,1995,35.919,UNFCCC
CZE,1996,36.834,UNFCCC
CZE,1997,35.679,UNFCCC
CZE,1998,34.201,UNFCCC
CZE,1999,31.828,UNFCCC
CZE,2000,34.678,UNFCCC
CZE,2001,34.649,UNFCCC
CZE,2002,33.812,UNFCCC
CZE,2003,34.764,UNFCCC
CZE,2004,34.965,UNFCCC
CZE,2005,34.299,UNFCCC
CZE,2006,34.511,UNFCCC
CZE,2007,35.006,UNFCCC
CZE,2008,33.563,UNFCCC
CZE,2009,31.448,UNFCCC
CZE,2010,32.058,UNFCCC
CZE,2011,31.388,UNFCCC
CZE,2012,30.269,UNFCCC
CZE,2013,29.033,UNFCCC
CZE,2014,28.388,UNFCCC
CZE,2015,28.599,UNFCCC
CZE,2016,29.094,UNFCCC
CZE,2017,28.823,UNFCCC
CZE,2018,28.915,BP
Central America,1959,10.950,CDIAC
Central America,1960,9.797,CDIAC
Central America,1961,10.368,CDIAC
Central America,1962,12.160,CDIAC
Central America,1963,10.431,CDIAC
Central America,1964,12.320,CDIAC
Central America,1965,12.226,CDIAC
Central America,1966,12.190,CDIAC
Central America,1967,13.506,CDIAC
Central America,1968,13.910,CDIAC
Central America,1969,15.485,CDIAC
Central America,1970,18.351,CDIAC
Central America,1971,19.506,CDIAC
Central America,1972,20.526,CDIAC
Central America,1973,23.410,CDIAC
Central America,1974,23.189,CDIAC
Central America,1975,24.102,CDIAC
Central America,1976,28.310,CDIAC
Central America,1977,27.416,CDIAC
Central America,1978,26.639,CDIAC
Central America,1979,27.626,CDIAC
Central America,1980,27.378,CDIAC
Central America,1981,25.642,CDIAC
Central America,1982,26.214,CDIAC
Central America,1983,23.548,CDIAC
Central America,1984,25.963,CDIAC
Central America,1985,27.564,CDIAC
Central America,1986,23.508,CDIAC
Central America,1987,24.859,CDIAC
Central America,1988,24.844,CDIAC
Central America,1989,26.349,CDIAC
Central America,1990,26.118,CDIAC
Central America,1991,25.555,CDIAC
Central America,1992,24.806,CDIAC
Central America,1993,24.986,CDIAC
Central America,1994,26.350,CDIAC
Central America,1995,28.793,CDIAC
Central America,1996,30.753,CDIAC
Central America,1997,30.952,CDIAC
Central America,1998,30.710,CDIAC
Central America,1999,32.613,CDIAC
Central America,2000,35.422,CDIAC
Central America,2001,36.955,CDIAC
Central America,2002,38.260,CDIAC
Central America,2003,39.721,CDIAC
Central America,2004,39.568,CDIAC
Central America,2005,41.721,CDIAC
Central America,2006,44.198,CDIAC
Central America,2007,45.648,CDIAC
Central America,2008,45.423,CDIAC
Central America,2009,44.857,CDIAC
Central America,2010,47.024,CDIAC
Central America,2011,46.501,CDIAC
Central America,2012,46.219,CDIAC
Central America,2013,46.779,CDIAC
Central America,2014,47.028,CDIAC
Central America,2015,49.102,CDIAC
Central America,2016,48.738,CDIAC
Central America,2017,48.527,BP
Central America,2018,49.792,BP
DEU,1959,206.276,CDIAC
DEU,1960,222.148,CDIAC
DEU,1961,227.849,CDIAC
DEU,1962,241.039,CDIAC
DEU,1963,258.051,CDIAC
DEU,1964,264.443,CDIAC
DEU,1965,262.037,CDIAC
DEU,1966,259.668,CDIAC
DEU,1967,255.521,CDIAC
DEU,1968,268.775,CDIAC
DEU,1969,287.118,CDIAC
DEU,1970,280.028,CDIAC
DEU,1971,283.088,CDIAC
DEU,1972,284.247,CDIAC
DEU,1973,296.325,CDIAC
DEU,1974,290.045,CDIAC
DEU,1975,273.593,CDIAC
DEU,1976,297.717,CDIAC
DEU,1977,287.283,CDIAC
DEU,1978,294.522,CDIAC
DEU,1979,305.099,CDIAC
DEU,1980,300.235,CDIAC
DEU,1981,286.167,CDIAC
DEU,1982,277.218,CDIAC
DEU,1983,276.091,CDIAC
DEU,1984,281.997,CDIAC
DEU,1985,284.965,CDIAC
DEU,1986,285.880,CDIAC
DEU,1987,281.778,CDIAC
DEU,1988,280.845,CDIAC
DEU,1989,275.322,CDIAC
DEU,1990,287.260,UNFCCC
DEU,1991,276.867,UNFCCC
DEU,1992,263.695,UNFCCC
DEU,1993,261.058,UNFCCC
DEU,1994,256.525,UNFCCC
DEU,1995,256.425,UNFCCC
DEU,1996,261.901,UNFCCC
DEU,1997,254.299,UNFCCC
DEU,1998,252.135,UNFCCC
DEU,1999,244.627,UNFCCC
DEU,2000,245.736,UNFCCC
DEU,2001,250.249,UNFCCC
DEU,2002,245.739,UNFCCC
DEU,2003,246.018,UNFCCC
DEU,2004,242.210,UNFCCC
DEU,2005,236.529,UNFCCC
DEU,2006,239.650,UNFCCC
DEU,2007,232.374,UNFCCC
DEU,2008,233.016,UNFCCC
DEU,2009,215.318,UNFCCC
DEU,2010,227.180,UNFCCC
DEU,2011,221.001,UNFCCC
DEU,2012,222.199,UNFCCC
DEU,2013,226.957,UNFCCC
DEU,2014,216.374,UNFCCC
DEU,2015,217.232,UNFCCC
DEU,2016,218.792,UNFCCC
DEU,2017,217.786,UNFCCC
DEU,2018,207.151,BP
DJI,1959,0.010,CDIAC
DJI,1960,0.011,CDIAC
DJI,1961,0.012,CDIAC
DJI,1962,0.013,CDIAC
DJI,1963,0.018,CDIAC
DJI,1964,0.023,CDIAC
DJI,1965,0.033,CDIAC
DJI,1966,0.038,CDIAC
DJI,1967,0.024,CDIAC
DJI,1968,0.033,CDIAC
DJI,1969,0.023,CDIAC
DJI,1970,0.038,CDIAC
DJI,1971,0.044,CDIAC
DJI,1972,0.052,CDIAC
DJI,1973,0.049,CDIAC
DJI,1974,0.053,CDIAC
DJI,1975,0.054,CDIAC
DJI,1976,0.054,CDIAC
DJI,1977,0.054,CDIAC
DJI,1978,0.055,CDIAC
DJI,1979,0.099,CDIAC
DJI,1980,0.095,CDIAC
DJI,1981,0.082,CDIAC
DJI,1982,0.095,CDIAC
DJI,1983,0.095,CDIAC
DJI,1984,0.096,CDIAC
DJI,1985,0.098,CDIAC
DJI,1986,0.103,CDIAC
DJI,1987,0.106,CDIAC
DJI,1988,0.095,CDIAC
DJI,1989,0.106,CDIAC
DJI,1990,0.088,CDIAC
DJI,1991,0.092,CDIAC
DJI,1992,0.092,CDIAC
DJI,1993,0.092,CDIAC
DJI,1994,0.090,CDIAC
DJI,1995,0.090,CDIAC
DJI,1996,0.091,CDIAC
DJI,1997,0.095,CDIAC
DJI,1998,0.093,CDIAC
DJI,1999,0.093,CDIAC
DJI,2000,0.100,CDIAC
DJI,2001,0.100,CDIAC
DJI,2002,0.109,CDIAC
DJI,2003,0.115,CDIAC
DJI,2004,0.111,CDIAC
DJI,2005,0.113,CDIAC
DJI,2006,0.112,CDIAC
DJI,2007,0.126,CDIAC
DJI,2008,0.136,CDIAC
DJI,2009,0.125,CDIAC
DJI,2010,0.141,CDIAC
DJI,2011,0.129,CDIAC
DJI,2012,0.131,CDIAC
DJI,2013,0.152,CDIAC
DJI,2014,0.162,CDIAC
DJI,2015,0.166,CDIAC
DJI,2016,0.164,CDIAC
DJI,2017,0.171,BP
DJI,2018,0.176,BP
DMA,1959,0.003,CDIAC
DMA,1960,0.003,CDIAC
DMA,1961,0.003,CDIAC
DMA,1962,0.003,CDIAC
DMA,1963,0.004,CDIAC
DMA,1964,0.004,CDIAC
DMA,1965,0.004,CDIAC
DMA,1966,0.004,CDIAC
DMA,1967,0.006,CDIAC
DMA,1968,0.006,CDIAC
DMA,1969,0.005,CDIAC
DMA,1970,0.007,CDIAC
DMA,1971,0.007,CDIAC
DMA,1972,0.007,CDIAC
DMA,1973,0.007,CDIAC
DMA,1974,0.008,CDIAC
DMA,1975,0.008,CDIAC
DMA,1976,0.008,CDIAC
DMA,1977,0.007,CDIAC
DMA,1978,0.007,CDIAC
DMA,1979,0.009,CDIAC
DMA,1980,0.010,CDIAC
DMA,1981,0.010,CDIAC
DMA,1982,0.011,CDIAC
DMA,1983,0.011,CDIAC
DMA,1984,0.012,CDIAC
DMA,1985,0.013,CDIAC
DMA,1986,0.013,CDIAC
DMA,1987,0.013,CDIAC
DMA,1988,0.015,CDIAC
DMA,1989,0.016,CDIAC
DMA,1990,0.016,CDIAC
DMA,1991,0.016,CDIAC
DMA,1992,0.016,CDIAC
DMA,1993,0.017,CDIAC
DMA,1994,0.018,CDIAC
DMA,1995,0.022,CDIAC
DMA,1996,0.020,CDIAC
DMA,1997,0.022,CDIAC
DMA,1998,0.021,CDIAC
DMA,1999,0.022,CDIAC
